CRName  Row  Col  Date  Type  
CS 625   30   0   0.45   H   
CS 665   30   0   0.45   H   
CS 667   30   0   0.45   H   
CS 690   30   0   0.45   H   
CS 697   30   0   0.45   H   
CS 698   30   0   0.45   H   
CS 699   30   0   0.45   H   
CS 722   30   0   0.45   H   
CS 723   30   0   0.45   H   
CS 776   30   0   0.45   H   
CS 791   30   0   0.45   H   
CS 795   30   0   0.45   H   
CS 796   30   0   0.45   H   
CS 822   30   0   0.45   H   
CS 823   30   0   0.45   H   
CS 876   30   0   0.45   H   
CS 891   30   0   0.45   H   
CS 895   30   0   0.45   H   
CS 896   30   0   0.45   H   
CS 899   30   0   0.45   H   
CS 999   30   0   0.45   H   
CS 120G   31   0   0.45   H   
CS 121G   31   0   0.45   H   
CS 129   31   0   0.45   H   
CS 150   31   0   0.45   H   
CS 170   31   0   0.45   H   
CS 229   31   0   0.45   H   
CS 250   31   0   0.45   H   
CS 252   31   0   0.45   H   
CS 270   31   0   0.45   H   
CS 300T   31   0   0.45   H   
CS 312   31   0   0.45   H   
CS 330   31   0   0.45   H   
CS 334   31   0   0.45   H   
CS 350   31   0   0.45   H   
CS 355   31   0   0.45   H   
CS 361   31   0   0.45   H   
CS 367   31   0   0.45   H   
CS 368   31   0   0.45   H   
CS 381   31   0   0.45   H   
CS 382   31   0   0.45   H   
CS 390   31   0   0.45   H   
CS 402   31   0   0.45   H   
CS 410   31   0   0.45   H   
CS 411W   31   0   0.45   H   
CS 417   31   0   0.45   H   
CS 418   31   0   0.45   H   
CS 432   31   0   0.45   H   
CS 450   31   0   0.45   H   
CS 455   31   0   0.45   H   
CS 460   31   0   0.45   H   
CS 462   31   0   0.45   H   
CS 463   31   0   0.45   H   
CS 464   31   0   0.45   H   
CS 467   31   0   0.45   H   
CS 471   31   0   0.45   H   
CS 480   31   0   0.45   H   
CS 497   31   0   0.45   H   
CS 500   31   0   0.45   H   
CS 502   31   0   0.45   H   
CS 517   31   0   0.45   H   
CS 518   31   0   0.45   H   
CS 532   31   0   0.45   H   
CS 550   31   0   0.45   H   
CS 555   31   0   0.45   H   
CS 562   31   0   0.45   H   
CS 563   31   0   0.45   H   
CS 564   31   0   0.45   H   
CS 567   31   0   0.45   H   
CS 580   31   0   0.45   H   
CS 597   31   0   0.45   H   
CS 620   31   0   0.45   H   
CS 625   31   0   0.45   H   
CS 665   31   0   0.45   H   
CS 667   31   0   0.45   H   
CS 690   31   0   0.45   H   
CS 697   31   0   0.45   H   
CS 698   31   0   0.45   H   
CS 699   31   0   0.45   H   
CS 722   31   0   0.45   H   
CS 723   31   0   0.45   H   
CS 776   31   0   0.45   H   
CS 791   31   0   0.45   H   
CS 795   31   0   0.45   H   
CS 796   31   0   0.45   H   
CS 822   31   0   0.45   H   
CS 823   31   0   0.45   H   
CS 876   31   0   0.45   H   
CS 891   31   0   0.45   H   
CS 895   31   0   0.45   H   
CS 896   31   0   0.45   H   
CS 899   31   0   0.45   H   
CS 999   31   0   0.45   H   
CS 120G   32   0   0.46   H   
CS 121G   32   0   0.46   H   
CS 129   32   0   0.46   H   
CS 150   32   0   0.46   H   
CS 170   32   0   0.46   H   
CS 229   32   0   0.46   H   
CS 250   32   0   0.46   H   
CS 252   32   0   0.46   H   
CS 270   32   0   0.46   H   
CS 300T   32   0   0.46   H   
CS 312   32   0   0.46   H   
CS 330   32   0   0.46   H   
CS 334   32   0   0.46   H   
CS 350   32   0   0.46   H   
CS 355   32   0   0.46   H   
CS 361   32   0   0.46   H   
CS 367   32   0   0.46   H   
CS 368   32   0   0.46   H   
CS 381   32   0   0.46   H   
CS 382   32   0   0.46   H   
CS 390   32   0   0.46   H   
CS 402   32   0   0.46   H   
CS 410   32   0   0.46   H   
CS 411W   32   0   0.46   H   
CS 417   32   0   0.46   H   
CS 418   32   0   0.46   H   
CS 432   32   0   0.46   H   
CS 450   32   0   0.46   H   
CS 455   32   0   0.46   H   
CS 460   32   0   0.46   H   
CS 462   32   0   0.46   H   
CS 463   32   0   0.46   H   
CS 464   32   0   0.46   H   
CS 467   32   0   0.46   H   
CS 471   32   0   0.46   H   
CS 480   32   0   0.46   H   
CS 497   32   0   0.46   H   
CS 500   32   0   0.46   H   
CS 502   32   0   0.46   H   
CS 517   32   0   0.46   H   
CS 518   32   0   0.46   H   
CS 532   32   0   0.46   H   
CS 550   32   0   0.46   H   
CS 555   32   0   0.46   H   
CS 562   32   0   0.46   H   
CS 563   32   0   0.46   H   
CS 564   32   0   0.46   H   
CS 567   32   0   0.46   H   
CS 580   32   0   0.46   H   
CS 597   32   0   0.46   H   
CS 620   32   0   0.46   H   
CS 625   32   0   0.46   H   
CS 665   32   0   0.46   H   
CS 667   32   0   0.46   H   
CS 690   32   0   0.46   H   
CS 697   32   0   0.46   H   
CS 698   32   0   0.46   H   
CS 699   32   0   0.46   H   
CS 722   32   0   0.46   H   
CS 723   32   0   0.46   H   
CS 776   32   0   0.46   H   
CS 791   32   0   0.46   H   
CS 795   32   0   0.46   H   
CS 796   32   0   0.46   H   
CS 822   32   0   0.46   H   
CS 823   32   0   0.46   H   
CS 876   32   0   0.46   H   
CS 891   32   0   0.46   H   
CS 895   32   0   0.46   H   
CS 896   32   0   0.46   H   
CS 899   32   0   0.46   H   
CS 999   32   0   0.46   H   
CS 120G   33   0   0.47   H   
CS 121G   33   0   0.47   H   
CS 129   33   0   0.47   H   
CS 150   33   0   0.47   H   
CS 170   33   0   0.47   H   
CS 229   33   0   0.47   H   
CS 250   33   0   0.47   H   
CS 252   33   0   0.47   H   
CS 270   33   0   0.47   H   
CS 300T   33   0   0.47   H   
CS 312   33   0   0.47   H   
CS 330   33   0   0.47   H   
CS 334   33   0   0.47   H   
CS 350   33   0   0.47   H   
CS 355   33   0   0.47   H   
CS 361   33   0   0.47   H   
CS 367   33   0   0.47   H   
CS 368   33   0   0.47   H   
CS 381   33   0   0.47   H   
CS 382   33   0   0.47   H   
CS 390   33   0   0.47   H   
CS 402   33   0   0.47   H   
CS 410   33   0   0.47   H   
CS 411W   33   0   0.47   H   
CS 417   33   0   0.47   H   
CS 418   33   0   0.47   H   
CS 432   33   0   0.47   H   
CS 450   33   0   0.47   H   
CS 455   33   0   0.47   H   
CS 460   33   0   0.47   H   
CS 462   33   0   0.47   H   
CS 463   33   0   0.47   H   
CS 464   33   0   0.47   H   
CS 467   33   0   0.47   H   
CS 471   33   0   0.47   H   
CS 480   33   0   0.47   H   
CS 497   33   0   0.47   H   
CS 500   33   0   0.47   H   
CS 502   33   0   0.47   H   
CS 517   33   0   0.47   H   
CS 518   33   0   0.47   H   
CS 532   33   0   0.47   H   
CS 550   33   0   0.47   H   
CS 555   33   0   0.47   H   
CS 562   33   0   0.47   H   
CS 563   33   0   0.47   H   
CS 564   33   0   0.47   H   
CS 567   33   0   0.47   H   
CS 580   33   0   0.47   H   
CS 597   33   0   0.47   H   
CS 620   33   0   0.47   H   
CS 625   33   0   0.47   H   
CS 665   33   0   0.47   H   
CS 667   33   0   0.47   H   
CS 690   33   0   0.47   H   
CS 697   33   0   0.47   H   
CS 698   33   0   0.47   H   
CS 699   33   0   0.47   H   
CS 722   33   0   0.47   H   
CS 723   33   0   0.47   H   
CS 776   33   0   0.47   H   
CS 791   33   0   0.47   H   
CS 795   33   0   0.47   H   
CS 796   33   0   0.47   H   
CS 822   33   0   0.47   H   
CS 823   33   0   0.47   H   
CS 876   33   0   0.47   H   
CS 891   33   0   0.47   H   
CS 895   33   0   0.47   H   
CS 896   33   0   0.47   H   
CS 899   33   0   0.47   H   
CS 999   33   0   0.47   H   
CS 120G   34   0   0.47   H   
CS 121G   34   0   0.47   H   
CS 129   34   0   0.47   H   
CS 150   34   0   0.47   H   
CS 170   34   0   0.47   H   
CS 229   34   0   0.47   H   
CS 250   34   0   0.47   H   
CS 252   34   0   0.47   H   
CS 270   34   0   0.47   H   
CS 300T   34   0   0.47   H   
CS 312   34   0   0.47   H   
CS 330   34   0   0.47   H   
CS 334   34   0   0.47   H   
CS 350   34   0   0.47   H   
CS 355   34   0   0.47   H   
CS 361   34   0   0.47   H   
CS 367   34   0   0.47   H   
CS 368   34   0   0.47   H   
CS 381   34   0   0.47   H   
CS 382   34   0   0.47   H   
CS 390   34   0   0.47   H   
CS 402   34   0   0.47   H   
CS 410   34   0   0.47   H   
CS 411W   34   0   0.47   H   
CS 417   34   0   0.47   H   
CS 418   34   0   0.47   H   
CS 432   34   0   0.47   H   
CS 450   34   0   0.47   H   
CS 455   34   0   0.47   H   
CS 460   34   0   0.47   H   
CS 462   34   0   0.47   H   
CS 463   34   0   0.47   H   
CS 464   34   0   0.47   H   
CS 467   34   0   0.47   H   
CS 471   34   0   0.47   H   
CS 480   34   0   0.47   H   
CS 497   34   0   0.47   H   
CS 500   34   0   0.47   H   
CS 502   34   0   0.47   H   
CS 517   34   0   0.47   H   
CS 518   34   0   0.47   H   
CS 532   34   0   0.47   H   
CS 550   34   0   0.47   H   
CS 555   34   0   0.47   H   
CS 562   34   0   0.47   H   
CS 563   34   0   0.47   H   
CS 564   34   0   0.47   H   
CS 567   34   0   0.47   H   
CS 580   34   0   0.47   H   
CS 597   34   0   0.47   H   
CS 620   34   0   0.47   H   
CS 625   34   0   0.47   H   
CS 665   34   0   0.47   H   
CS 667   34   0   0.47   H   
CS 690   34   0   0.47   H   
CS 697   34   0   0.47   H   
CS 698   34   0   0.47   H   
CS 699   34   0   0.47   H   
CS 722   34   0   0.47   H   
CS 723   34   0   0.47   H   
CS 776   34   0   0.47   H   
CS 791   34   0   0.47   H   
CS 795   34   0   0.47   H   
CS 796   34   0   0.47   H   
CS 822   34   0   0.47   H   
CS 823   34   0   0.47   H   
CS 876   34   0   0.47   H   
CS 891   34   0   0.47   H   
CS 895   34   0   0.47   H   
CS 896   34   0   0.47   H   
CS 899   34   0   0.47   H   
CS 999   34   0   0.47   H   
CS 120G   35   0   0.48   H   
CS 121G   35   0   0.48   H   
CS 129   35   0   0.48   H   
CS 150   35   0   0.48   H   
CS 170   35   0   0.48   H   
CS 229   35   0   0.48   H   
CS 250   35   0   0.48   H   
CS 252   35   0   0.48   H   
CS 270   35   0   0.48   H   
CS 300T   35   0   0.48   H   
CS 312   35   0   0.48   H   
CS 330   35   0   0.48   H   
CS 334   35   0   0.48   H   
CS 350   35   0   0.48   H   
CS 355   35   0   0.48   H   
CS 361   35   0   0.48   H   
CS 367   35   0   0.48   H   
CS 368   35   0   0.48   H   
CS 381   35   0   0.48   H   
CS 382   35   0   0.48   H   
CS 390   35   0   0.48   H   
CS 402   35   0   0.48   H   
CS 410   35   0   0.48   H   
CS 411W   35   0   0.48   H   
CS 417   35   0   0.48   H   
CS 418   35   0   0.48   H   
CS 432   35   0   0.48   H   
CS 450   35   0   0.48   H   
CS 455   35   0   0.48   H   
CS 460   35   0   0.48   H   
CS 462   35   0   0.48   H   
CS 463   35   0   0.48   H   
CS 464   35   0   0.48   H   
CS 467   35   0   0.48   H   
CS 471   35   0   0.48   H   
CS 480   35   0   0.48   H   
CS 497   35   0   0.48   H   
CS 500   35   0   0.48   H   
CS 502   35   0   0.48   H   
CS 517   35   0   0.48   H   
CS 518   35   0   0.48   H   
CS 532   35   0   0.48   H   
CS 550   35   0   0.48   H   
CS 555   35   0   0.48   H   
CS 562   35   0   0.48   H   
CS 563   35   0   0.48   H   
CS 564   35   0   0.48   H   
CS 567   35   0   0.48   H   
CS 580   35   0   0.48   H   
CS 597   35   0   0.48   H   
CS 620   35   0   0.48   H   
CS 625   35   0   0.48   H   
CS 665   35   0   0.48   H   
CS 667   35   0   0.48   H   
CS 690   35   0   0.48   H   
CS 697   35   0   0.48   H   
CS 698   35   0   0.48   H   
CS 699   35   0   0.48   H   
CS 722   35   0   0.48   H   
CS 723   35   0   0.48   H   
CS 776   35   0   0.48   H   
CS 791   35   0   0.48   H   
CS 795   35   0   0.48   H   
CS 796   35   0   0.48   H   
CS 822   35   0   0.48   H   
CS 823   35   0   0.48   H   
CS 876   35   0   0.48   H   
CS 891   35   0   0.48   H   
CS 895   35   0   0.48   H   
CS 896   35   0   0.48   H   
CS 899   35   0   0.48   H   
CS 999   35   0   0.48   H   
CS 120G   36   0   0.49   H   
CS 121G   36   0   0.49   H   
CS 129   36   0   0.49   H   
CS 150   36   0   0.49   H   
CS 170   36   0   0.49   H   
CS 229   36   0   0.49   H   
CS 250   36   0   0.49   H   
CS 252   36   0   0.49   H   
CS 270   36   0   0.49   H   
CS 300T   36   0   0.49   H   
CS 312   36   0   0.49   H   
CS 330   36   0   0.49   H   
CS 334   36   0   0.49   H   
CS 350   36   0   0.49   H   
CS 355   36   0   0.49   H   
CS 361   36   0   0.49   H   
CS 367   36   0   0.49   H   
CS 368   36   0   0.49   H   
CS 381   36   0   0.49   H   
CS 382   36   0   0.49   H   
CS 390   36   0   0.49   H   
CS 402   36   0   0.49   H   
CS 410   36   0   0.49   H   
CS 411W   36   0   0.49   H   
CS 417   36   0   0.49   H   
CS 418   36   0   0.49   H   
CS 432   36   0   0.49   H   
CS 450   36   0   0.49   H   
CS 455   36   0   0.49   H   
CS 460   36   0   0.49   H   
CS 462   36   0   0.49   H   
CS 463   36   0   0.49   H   
CS 464   36   0   0.49   H   
CS 467   36   0   0.49   H   
CS 471   36   0   0.49   H   
CS 480   36   0   0.49   H   
CS 497   36   0   0.49   H   
CS 500   36   0   0.49   H   
CS 502   36   0   0.49   H   
CS 517   36   0   0.49   H   
CS 518   36   0   0.49   H   
CS 532   36   0   0.49   H   
CS 550   36   0   0.49   H   
CS 555   36   0   0.49   H   
CS 562   36   0   0.49   H   
CS 563   36   0   0.49   H   
CS 564   36   0   0.49   H   
CS 567   36   0   0.49   H   
CS 580   36   0   0.49   H   
CS 597   36   0   0.49   H   
CS 620   36   0   0.49   H   
CS 625   36   0   0.49   H   
CS 665   36   0   0.49   H   
CS 667   36   0   0.49   H   
CS 690   36   0   0.49   H   
CS 697   36   0   0.49   H   
CS 698   36   0   0.49   H   
CS 699   36   0   0.49   H   
CS 722   36   0   0.49   H   
CS 723   36   0   0.49   H   
CS 776   36   0   0.49   H   
CS 791   36   0   0.49   H   
CS 795   36   0   0.49   H   
CS 796   36   0   0.49   H   
CS 822   36   0   0.49   H   
CS 823   36   0   0.49   H   
CS 876   36   0   0.49   H   
CS 891   36   0   0.49   H   
CS 895   36   0   0.49   H   
CS 896   36   0   0.49   H   
CS 899   36   0   0.49   H   
CS 999   36   0   0.49   H   
CS 120G   37   0   0.5   H   
CS 121G   37   0   0.5   H   
CS 129   37   0   0.5   H   
CS 150   37   0   0.5   H   
CS 170   37   0   0.5   H   
CS 229   37   0   0.5   H   
CS 250   37   0   0.5   H   
CS 252   37   0   0.5   H   
CS 270   37   0   0.5   H   
CS 300T   37   0   0.5   H   
CS 312   37   0   0.5   H   
CS 330   37   0   0.5   H   
CS 334   37   0   0.5   H   
CS 350   37   0   0.5   H   
CS 355   37   0   0.5   H   
CS 361   37   0   0.5   H   
CS 367   37   0   0.5   H   
CS 368   37   0   0.5   H   
CS 381   37   0   0.5   H   
CS 382   37   0   0.5   H   
CS 390   37   0   0.5   H   
CS 402   37   0   0.5   H   
CS 410   37   0   0.5   H   
CS 411W   37   0   0.5   H   
CS 417   37   0   0.5   H   
CS 418   37   0   0.5   H   
CS 432   37   0   0.5   H   
CS 450   37   0   0.5   H   
CS 455   37   0   0.5   H   
CS 460   37   0   0.5   H   
CS 462   37   0   0.5   H   
CS 463   37   0   0.5   H   
CS 464   37   0   0.5   H   
CS 467   37   0   0.5   H   
CS 471   37   0   0.5   H   
CS 480   37   0   0.5   H   
CS 497   37   0   0.5   H   
CS 500   37   0   0.5   H   
CS 502   37   0   0.5   H   
CS 517   37   0   0.5   H   
CS 518   37   0   0.5   H   
CS 532   37   0   0.5   H   
CS 550   37   0   0.5   H   
CS 555   37   0   0.5   H   
CS 562   37   0   0.5   H   
CS 563   37   0   0.5   H   
CS 564   37   0   0.5   H   
CS 567   37   0   0.5   H   
CS 580   37   0   0.5   H   
CS 597   37   0   0.5   H   
CS 620   37   0   0.5   H   
CS 625   37   0   0.5   H   
CS 665   37   0   0.5   H   
CS 667   37   0   0.5   H   
CS 690   37   0   0.5   H   
CS 697   37   0   0.5   H   
CS 698   37   0   0.5   H   
CS 699   37   0   0.5   H   
CS 722   37   0   0.5   H   
CS 723   37   0   0.5   H   
CS 776   37   0   0.5   H   
CS 791   37   0   0.5   H   
CS 795   37   0   0.5   H   
CS 796   37   0   0.5   H   
CS 822   37   0   0.5   H   
CS 823   37   0   0.5   H   
CS 876   37   0   0.5   H   
CS 891   37   0   0.5   H   
CS 895   37   0   0.5   H   
CS 896   37   0   0.5   H   
CS 899   37   0   0.5   H   
CS 999   37   0   0.5   H   
CS 120G   38   0   0.5   H   
CS 121G   38   0   0.5   H   
CS 129   38   0   0.5   H   
CS 150   38   0   0.5   H   
CS 170   38   0   0.5   H   
CS 229   38   0   0.5   H   
CS 250   38   0   0.5   H   
CS 252   38   0   0.5   H   
CS 270   38   0   0.5   H   
CS 300T   38   0   0.5   H   
CS 312   38   0   0.5   H   
CS 330   38   0   0.5   H   
CS 334   38   0   0.5   H   
CS 350   38   0   0.5   H   
CS 355   38   0   0.5   H   
CS 361   38   0   0.5   H   
CS 367   38   0   0.5   H   
CS 368   38   0   0.5   H   
CS 381   38   0   0.5   H   
CS 382   38   0   0.5   H   
CS 390   38   0   0.5   H   
CS 402   38   0   0.5   H   
CS 410   38   0   0.5   H   
CS 411W   38   0   0.5   H   
CS 417   38   0   0.5   H   
CS 418   38   0   0.5   H   
CS 432   38   0   0.5   H   
CS 450   38   0   0.5   H   
CS 455   38   0   0.5   H   
CS 460   38   0   0.5   H   
CS 462   38   0   0.5   H   
CS 463   38   0   0.5   H   
CS 464   38   0   0.5   H   
CS 467   38   0   0.5   H   
CS 471   38   0   0.5   H   
CS 480   38   0   0.5   H   
CS 497   38   0   0.5   H   
CS 500   38   0   0.5   H   
CS 502   38   0   0.5   H   
CS 517   38   0   0.5   H   
CS 518   38   0   0.5   H   
CS 532   38   0   0.5   H   
CS 550   38   0   0.5   H   
CS 555   38   0   0.5   H   
CS 562   38   0   0.5   H   
CS 563   38   0   0.5   H   
CS 564   38   0   0.5   H   
CS 567   38   0   0.5   H   
CS 580   38   0   0.5   H   
CS 597   38   0   0.5   H   
CS 620   38   0   0.5   H   
CS 625   38   0   0.5   H   
CS 665   38   0   0.5   H   
CS 667   38   0   0.5   H   
CS 690   38   0   0.5   H   
CS 697   38   0   0.5   H   
CS 698   38   0   0.5   H   
CS 699   38   0   0.5   H   
CS 722   38   0   0.5   H   
CS 723   38   0   0.5   H   
CS 776   38   0   0.5   H   
CS 791   38   0   0.5   H   
CS 795   38   0   0.5   H   
CS 796   38   0   0.5   H   
CS 822   38   0   0.5   H   
CS 823   38   0   0.5   H   
CS 876   38   0   0.5   H   
CS 891   38   0   0.5   H   
CS 895   38   0   0.5   H   
CS 896   38   0   0.5   H   
CS 899   38   0   0.5   H   
CS 999   38   0   0.5   H   
CS 120G   39   0   0.51   H   
CS 121G   39   0   0.51   H   
CS 129   39   0   0.51   H   
CS 150   39   0   0.51   H   
CS 170   39   0   0.51   H   
CS 229   39   0   0.51   H   
CS 250   39   0   0.51   H   
CS 252   39   0   0.51   H   
CS 270   39   0   0.51   H   
CS 300T   39   0   0.51   H   
CS 312   39   0   0.51   H   
CS 330   39   0   0.51   H   
CS 334   39   0   0.51   H   
CS 350   39   0   0.51   H   
CS 355   39   0   0.51   H   
CS 361   39   0   0.51   H   
CS 367   39   0   0.51   H   
CS 368   39   0   0.51   H   
CS 381   39   0   0.51   H   
CS 382   39   0   0.51   H   
CS 390   39   0   0.51   H   
CS 402   39   0   0.51   H   
CS 410   39   0   0.51   H   
CS 411W   39   0   0.51   H   
CS 417   39   0   0.51   H   
CS 418   39   0   0.51   H   
CS 432   39   0   0.51   H   
CS 450   39   0   0.51   H   
CS 455   39   0   0.51   H   
CS 460   39   0   0.51   H   
CS 462   39   0   0.51   H   
CS 463   39   0   0.51   H   
CS 464   39   0   0.51   H   
CS 467   39   0   0.51   H   
CS 471   39   0   0.51   H   
CS 480   39   0   0.51   H   
CS 497   39   0   0.51   H   
CS 500   39   0   0.51   H   
CS 502   39   0   0.51   H   
CS 517   39   0   0.51   H   
CS 518   39   0   0.51   H   
CS 532   39   0   0.51   H   
CS 550   39   0   0.51   H   
CS 555   39   0   0.51   H   
CS 562   39   0   0.51   H   
CS 563   39   0   0.51   H   
CS 564   39   0   0.51   H   
CS 567   39   0   0.51   H   
CS 580   39   0   0.51   H   
CS 597   39   0   0.51   H   
CS 620   39   0   0.51   H   
CS 625   39   0   0.51   H   
CS 665   39   0   0.51   H   
CS 667   39   0   0.51   H   
CS 690   39   0   0.51   H   
CS 697   39   0   0.51   H   
CS 698   39   0   0.51   H   
CS 699   39   0   0.51   H   
CS 722   39   0   0.51   H   
CS 723   39   0   0.51   H   
CS 776   39   0   0.51   H   
CS 791   39   0   0.51   H   
CS 795   39   0   0.51   H   
CS 796   39   0   0.51   H   
CS 822   39   0   0.51   H   
CS 823   39   0   0.51   H   
CS 876   39   0   0.51   H   
CS 891   39   0   0.51   H   
CS 895   39   0   0.51   H   
CS 896   39   0   0.51   H   
CS 899   39   0   0.51   H   
CS 999   39   0   0.51   H   
CS 120G   40   0   0.52   H   
CS 121G   40   0   0.52   H   
CS 129   40   0   0.52   H   
CS 150   40   0   0.52   H   
CS 170   40   0   0.52   H   
CS 229   40   0   0.52   H   
CS 250   40   0   0.52   H   
CS 252   40   0   0.52   H   
CS 270   40   0   0.52   H   
CS 300T   40   0   0.52   H   
CS 312   40   0   0.52   H   
CS 330   40   0   0.52   H   
CS 334   40   0   0.52   H   
CS 350   40   0   0.52   H   
CS 355   40   0   0.52   H   
CS 361   40   0   0.52   H   
CS 367   40   0   0.52   H   
CS 368   40   0   0.52   H   
CS 381   40   0   0.52   H   
CS 382   40   0   0.52   H   
CS 390   40   0   0.52   H   
CS 402   40   0   0.52   H   
CS 410   40   0   0.52   H   
CS 411W   40   0   0.52   H   
CS 417   40   0   0.52   H   
CS 418   40   0   0.52   H   
CS 432   40   0   0.52   H   
CS 450   40   0   0.52   H   
CS 455   40   0   0.52   H   
CS 460   40   0   0.52   H   
CS 462   40   0   0.52   H   
CS 463   40   0   0.52   H   
CS 464   40   0   0.52   H   
CS 467   40   0   0.52   H   
CS 471   40   0   0.52   H   
CS 480   40   0   0.52   H   
CS 497   40   0   0.52   H   
CS 500   40   0   0.52   H   
CS 502   40   0   0.52   H   
CS 517   40   0   0.52   H   
CS 518   40   0   0.52   H   
CS 532   40   0   0.52   H   
CS 550   40   0   0.52   H   
CS 555   40   0   0.52   H   
CS 562   40   0   0.52   H   
CS 563   40   0   0.52   H   
CS 564   40   0   0.52   H   
CS 567   40   0   0.52   H   
CS 580   40   0   0.52   H   
CS 597   40   0   0.52   H   
CS 620   40   0   0.52   H   
CS 625   40   0   0.52   H   
CS 665   40   0   0.52   H   
CS 667   40   0   0.52   H   
CS 690   40   0   0.52   H   
CS 697   40   0   0.52   H   
CS 698   40   0   0.52   H   
CS 699   40   0   0.52   H   
CS 722   40   0   0.52   H   
CS 723   40   0   0.52   H   
CS 776   40   0   0.52   H   
CS 791   40   0   0.52   H   
CS 795   40   0   0.52   H   
CS 796   40   0   0.52   H   
CS 822   40   0   0.52   H   
CS 823   40   0   0.52   H   
CS 876   40   0   0.52   H   
CS 891   40   0   0.52   H   
CS 895   40   0   0.52   H   
CS 896   40   0   0.52   H   
CS 899   40   0   0.52   H   
CS 999   40   0   0.52   H   
CS 120G   41   0   0.52   H   
CS 121G   41   0   0.52   H   
CS 129   41   0   0.52   H   
CS 150   41   0   0.52   H   
CS 170   41   0   0.52   H   
CS 229   41   0   0.52   H   
CS 250   41   0   0.52   H   
CS 252   41   0   0.52   H   
CS 270   41   0   0.52   H   
CS 300T   41   0   0.52   H   
CS 312   41   0   0.52   H   
CS 330   41   0   0.52   H   
CS 334   41   0   0.52   H   
CS 350   41   0   0.52   H   
CS 355   41   0   0.52   H   
CS 361   41   0   0.52   H   
CS 367   41   0   0.52   H   
CS 368   41   0   0.52   H   
CS 381   41   0   0.52   H   
CS 382   41   0   0.52   H   
CS 390   41   0   0.52   H   
CS 402   41   0   0.52   H   
CS 410   41   0   0.52   H   
CS 411W   41   0   0.52   H   
CS 417   41   0   0.52   H   
CS 418   41   0   0.52   H   
CS 432   41   0   0.52   H   
CS 450   41   0   0.52   H   
CS 455   41   0   0.52   H   
CS 460   41   0   0.52   H   
CS 462   41   0   0.52   H   
CS 463   41   0   0.52   H   
CS 464   41   0   0.52   H   
CS 467   41   0   0.52   H   
CS 471   41   0   0.52   H   
CS 480   41   0   0.52   H   
CS 497   41   0   0.52   H   
CS 500   41   0   0.52   H   
CS 502   41   0   0.52   H   
CS 517   41   0   0.52   H   
CS 518   41   0   0.52   H   
CS 532   41   0   0.52   H   
CS 550   41   0   0.52   H   
CS 555   41   0   0.52   H   
CS 562   41   0   0.52   H   
CS 563   41   0   0.52   H   
CS 564   41   0   0.52   H   
CS 567   41   0   0.52   H   
CS 580   41   0   0.52   H   
CS 597   41   0   0.52   H   
CS 620   41   0   0.52   H   
CS 625   41   0   0.52   H   
CS 665   41   0   0.52   H   
CS 667   41   0   0.52   H   
CS 690   41   0   0.52   H   
CS 697   41   0   0.52   H   
CS 698   41   0   0.52   H   
CS 699   41   0   0.52   H   
CS 722   41   0   0.52   H   
CS 723   41   0   0.52   H   
CS 776   41   0   0.52   H   
CS 791   41   0   0.52   H   
CS 795   41   0   0.52   H   
CS 796   41   0   0.52   H   
CS 822   41   0   0.52   H   
CS 823   41   0   0.52   H   
CS 876   41   0   0.52   H   
CS 891   41   0   0.52   H   
CS 895   41   0   0.52   H   
CS 896   41   0   0.52   H   
CS 899   41   0   0.52   H   
CS 999   41   0   0.52   H   
CS 120G   42   0   0.53   H   
CS 121G   42   0   0.53   H   
CS 129   42   0   0.53   H   
CS 150   42   0   0.53   H   
CS 170   42   0   0.53   H   
CS 229   42   0   0.53   H   
CS 250   42   0   0.53   H   
CS 252   42   0   0.53   H   
CS 270   42   0   0.53   H   
CS 300T   42   0   0.53   H   
CS 312   42   0   0.53   H   
CS 330   42   0   0.53   H   
CS 334   42   0   0.53   H   
CS 350   42   0   0.53   H   
CS 355   42   0   0.53   H   
CS 361   42   0   0.53   H   
CS 367   42   0   0.53   H   
CS 368   42   0   0.53   H   
CS 381   42   0   0.53   H   
CS 382   42   0   0.53   H   
CS 390   42   0   0.53   H   
CS 402   42   0   0.53   H   
CS 410   42   0   0.53   H   
CS 411W   42   0   0.53   H   
CS 417   42   0   0.53   H   
CS 418   42   0   0.53   H   
CS 432   42   0   0.53   H   
CS 450   42   0   0.53   H   
CS 455   42   0   0.53   H   
CS 460   42   0   0.53   H   
CS 462   42   0   0.53   H   
CS 463   42   0   0.53   H   
CS 464   42   0   0.53   H   
CS 467   42   0   0.53   H   
CS 471   42   0   0.53   H   
CS 480   42   0   0.53   H   
CS 497   42   0   0.53   H   
CS 500   42   0   0.53   H   
CS 502   42   0   0.53   H   
CS 517   42   0   0.53   H   
CS 518   42   0   0.53   H   
CS 532   42   0   0.53   H   
CS 550   42   0   0.53   H   
CS 555   42   0   0.53   H   
CS 562   42   0   0.53   H   
CS 563   42   0   0.53   H   
CS 564   42   0   0.53   H   
CS 567   42   0   0.53   H   
CS 580   42   0   0.53   H   
CS 597   42   0   0.53   H   
CS 620   42   0   0.53   H   
CS 625   42   0   0.53   H   
CS 665   42   0   0.53   H   
CS 667   42   0   0.53   H   
CS 690   42   0   0.53   H   
CS 697   42   0   0.53   H   
CS 698   42   0   0.53   H   
