CRName  Row  Col  Date  Type  
CS 497   96   2   0.39   J   
CS 517   96   2   0.39   J   
CS 562   96   2   0.39   J   
CS 563   96   2   0.39   J   
CS 597   96   2   0.39   J   
CS 667   96   2   0.39   J   
CS 669   96   2   0.39   J   
CS 690   96   2   0.39   J   
CS 697   96   2   0.39   J   
CS 698   96   2   0.39   J   
CS 699   96   2   0.39   J   
CS 773   96   2   0.39   J   
CS 791   96   2   0.39   J   
CS 873   96   2   0.39   J   
CS 891   96   2   0.39   J   
CS 896   96   2   0.39   J   
CS 899   96   2   0.39   J   
CS 999   96   2   0.39   J   
CS 112   97   2   0.4   J   
CS 120G   97   2   0.4   J   
CS 121G   97   2   0.4   J   
CS 150   97   2   0.4   J   
CS 170   97   2   0.4   J   
CS 250   97   2   0.4   J   
CS 252   97   2   0.4   J   
CS 270   97   2   0.4   J   
CS 300T   97   2   0.4   J   
CS 350   97   2   0.4   J   
CS 355   97   2   0.4   J   
CS 361   97   2   0.4   J   
CS 367   97   2   0.4   J   
CS 368   97   2   0.4   J   
CS 381   97   2   0.4   J   
CS 390   97   2   0.4   J   
CS 411W   97   2   0.4   J   
CS 417   97   2   0.4   J   
CS 460   97   2   0.4   J   
CS 462   97   2   0.4   J   
CS 463   97   2   0.4   J   
CS 471   97   2   0.4   J   
CS 497   97   2   0.4   J   
CS 517   97   2   0.4   J   
CS 562   97   2   0.4   J   
CS 563   97   2   0.4   J   
CS 597   97   2   0.4   J   
CS 667   97   2   0.4   J   
CS 669   97   2   0.4   J   
CS 690   97   2   0.4   J   
CS 697   97   2   0.4   J   
CS 698   97   2   0.4   J   
CS 699   97   2   0.4   J   
CS 773   97   2   0.4   J   
CS 791   97   2   0.4   J   
CS 873   97   2   0.4   J   
CS 891   97   2   0.4   J   
CS 896   97   2   0.4   J   
CS 899   97   2   0.4   J   
CS 999   97   2   0.4   J   
CS 112   98   2   0.4   J   
CS 120G   98   2   0.4   J   
CS 121G   98   2   0.4   J   
CS 150   98   2   0.4   J   
CS 170   98   2   0.4   J   
CS 250   98   2   0.4   J   
CS 252   98   2   0.4   J   
CS 270   98   2   0.4   J   
CS 300T   98   2   0.4   J   
CS 350   98   2   0.4   J   
CS 355   98   2   0.4   J   
CS 361   98   2   0.4   J   
CS 367   98   2   0.4   J   
CS 368   98   2   0.4   J   
CS 381   98   2   0.4   J   
CS 390   98   2   0.4   J   
CS 411W   98   2   0.4   J   
CS 417   98   2   0.4   J   
CS 460   98   2   0.4   J   
CS 462   98   2   0.4   J   
CS 463   98   2   0.4   J   
CS 471   98   2   0.4   J   
CS 497   98   2   0.4   J   
CS 517   98   2   0.4   J   
CS 562   98   2   0.4   J   
CS 563   98   2   0.4   J   
CS 597   98   2   0.4   J   
CS 667   98   2   0.4   J   
CS 669   98   2   0.4   J   
CS 690   98   2   0.4   J   
CS 697   98   2   0.4   J   
CS 698   98   2   0.4   J   
CS 699   98   2   0.4   J   
CS 773   98   2   0.4   J   
CS 791   98   2   0.4   J   
CS 873   98   2   0.4   J   
CS 891   98   2   0.4   J   
CS 896   98   2   0.4   J   
CS 899   98   2   0.4   J   
CS 999   98   2   0.4   J   
CS 112   99   2   0.41   J   
CS 120G   99   2   0.41   J   
CS 121G   99   2   0.41   J   
CS 150   99   2   0.41   J   
CS 170   99   2   0.41   J   
CS 250   99   2   0.41   J   
CS 252   99   2   0.41   J   
CS 270   99   2   0.41   J   
CS 300T   99   2   0.41   J   
CS 350   99   2   0.41   J   
CS 355   99   2   0.41   J   
CS 361   99   2   0.41   J   
CS 367   99   2   0.41   J   
CS 368   99   2   0.41   J   
CS 381   99   2   0.41   J   
CS 390   99   2   0.41   J   
CS 411W   99   2   0.41   J   
CS 417   99   2   0.41   J   
CS 460   99   2   0.41   J   
CS 462   99   2   0.41   J   
CS 463   99   2   0.41   J   
CS 471   99   2   0.41   J   
CS 497   99   2   0.41   J   
CS 517   99   2   0.41   J   
CS 562   99   2   0.41   J   
CS 563   99   2   0.41   J   
CS 597   99   2   0.41   J   
CS 667   99   2   0.41   J   
CS 669   99   2   0.41   J   
CS 690   99   2   0.41   J   
CS 697   99   2   0.41   J   
CS 698   99   2   0.41   J   
CS 699   99   2   0.41   J   
CS 773   99   2   0.41   J   
CS 791   99   2   0.41   J   
CS 873   99   2   0.41   J   
CS 891   99   2   0.41   J   
CS 896   99   2   0.41   J   
CS 899   99   2   0.41   J   
CS 999   99   2   0.41   J   
CS 112   100   2   0.41   J   
CS 120G   100   2   0.41   J   
CS 121G   100   2   0.41   J   
CS 150   100   2   0.41   J   
CS 170   100   2   0.41   J   
CS 250   100   2   0.41   J   
CS 252   100   2   0.41   J   
CS 270   100   2   0.41   J   
CS 300T   100   2   0.41   J   
CS 350   100   2   0.41   J   
CS 355   100   2   0.41   J   
CS 361   100   2   0.41   J   
CS 367   100   2   0.41   J   
CS 368   100   2   0.41   J   
CS 381   100   2   0.41   J   
CS 390   100   2   0.41   J   
CS 411W   100   2   0.41   J   
CS 417   100   2   0.41   J   
CS 460   100   2   0.41   J   
CS 462   100   2   0.41   J   
CS 463   100   2   0.41   J   
CS 471   100   2   0.41   J   
CS 497   100   2   0.41   J   
CS 517   100   2   0.41   J   
CS 562   100   2   0.41   J   
CS 563   100   2   0.41   J   
CS 597   100   2   0.41   J   
CS 667   100   2   0.41   J   
CS 669   100   2   0.41   J   
CS 690   100   2   0.41   J   
CS 697   100   2   0.41   J   
CS 698   100   2   0.41   J   
CS 699   100   2   0.41   J   
CS 773   100   2   0.41   J   
CS 791   100   2   0.41   J   
CS 873   100   2   0.41   J   
CS 891   100   2   0.41   J   
CS 896   100   2   0.41   J   
CS 899   100   2   0.41   J   
CS 999   100   2   0.41   J   
CS 112   101   2   0.41   J   
CS 120G   101   2   0.41   J   
CS 121G   101   2   0.41   J   
CS 150   101   2   0.41   J   
CS 170   101   2   0.41   J   
CS 250   101   2   0.41   J   
CS 252   101   2   0.41   J   
CS 270   101   2   0.41   J   
CS 300T   101   2   0.41   J   
CS 350   101   2   0.41   J   
CS 355   101   2   0.41   J   
CS 361   101   2   0.41   J   
CS 367   101   2   0.41   J   
CS 368   101   2   0.41   J   
CS 381   101   2   0.41   J   
CS 390   101   2   0.41   J   
CS 411W   101   2   0.41   J   
CS 417   101   2   0.41   J   
CS 460   101   2   0.41   J   
CS 462   101   2   0.41   J   
CS 463   101   2   0.41   J   
CS 471   101   2   0.41   J   
CS 497   101   2   0.41   J   
CS 517   101   2   0.41   J   
CS 562   101   2   0.41   J   
CS 563   101   2   0.41   J   
CS 597   101   2   0.41   J   
CS 667   101   2   0.41   J   
CS 669   101   2   0.41   J   
CS 690   101   2   0.41   J   
CS 697   101   2   0.41   J   
CS 698   101   2   0.41   J   
CS 699   101   2   0.41   J   
CS 773   101   2   0.41   J   
CS 791   101   2   0.41   J   
CS 873   101   2   0.41   J   
CS 891   101   2   0.41   J   
CS 896   101   2   0.41   J   
CS 899   101   2   0.41   J   
CS 999   101   2   0.41   J   
CS 112   102   2   0.42   J   
CS 120G   102   2   0.42   J   
CS 121G   102   2   0.42   J   
CS 150   102   2   0.42   J   
CS 170   102   2   0.42   J   
CS 250   102   2   0.42   J   
CS 252   102   2   0.42   J   
CS 270   102   2   0.42   J   
CS 300T   102   2   0.42   J   
CS 350   102   2   0.42   J   
CS 355   102   2   0.42   J   
CS 361   102   2   0.42   J   
CS 367   102   2   0.42   J   
CS 368   102   2   0.42   J   
CS 381   102   2   0.42   J   
CS 390   102   2   0.42   J   
CS 411W   102   2   0.42   J   
CS 417   102   2   0.42   J   
CS 460   102   2   0.42   J   
CS 462   102   2   0.42   J   
CS 463   102   2   0.42   J   
CS 471   102   2   0.42   J   
CS 497   102   2   0.42   J   
CS 517   102   2   0.42   J   
CS 562   102   2   0.42   J   
CS 563   102   2   0.42   J   
CS 597   102   2   0.42   J   
CS 667   102   2   0.42   J   
CS 669   102   2   0.42   J   
CS 690   102   2   0.42   J   
CS 697   102   2   0.42   J   
CS 698   102   2   0.42   J   
CS 699   102   2   0.42   J   
CS 773   102   2   0.42   J   
CS 791   102   2   0.42   J   
CS 873   102   2   0.42   J   
CS 891   102   2   0.42   J   
CS 896   102   2   0.42   J   
CS 899   102   2   0.42   J   
CS 999   102   2   0.42   J   
CS 112   103   2   0.42   J   
CS 120G   103   2   0.42   J   
CS 121G   103   2   0.42   J   
CS 150   103   2   0.42   J   
CS 170   103   2   0.42   J   
CS 250   103   2   0.42   J   
CS 252   103   2   0.42   J   
CS 270   103   2   0.42   J   
CS 300T   103   2   0.42   J   
CS 350   103   2   0.42   J   
CS 355   103   2   0.42   J   
CS 361   103   2   0.42   J   
CS 367   103   2   0.42   J   
CS 368   103   2   0.42   J   
CS 381   103   2   0.42   J   
CS 390   103   2   0.42   J   
CS 411W   103   2   0.42   J   
CS 417   103   2   0.42   J   
CS 460   103   2   0.42   J   
CS 462   103   2   0.42   J   
CS 463   103   2   0.42   J   
CS 471   103   2   0.42   J   
CS 497   103   2   0.42   J   
CS 517   103   2   0.42   J   
CS 562   103   2   0.42   J   
CS 563   103   2   0.42   J   
CS 597   103   2   0.42   J   
CS 667   103   2   0.42   J   
CS 669   103   2   0.42   J   
CS 690   103   2   0.42   J   
CS 697   103   2   0.42   J   
CS 698   103   2   0.42   J   
CS 699   103   2   0.42   J   
CS 773   103   2   0.42   J   
CS 791   103   2   0.42   J   
CS 873   103   2   0.42   J   
CS 891   103   2   0.42   J   
CS 896   103   2   0.42   J   
CS 899   103   2   0.42   J   
CS 999   103   2   0.42   J   
CS 112   104   2   0.43   J   
CS 120G   104   2   0.43   J   
CS 121G   104   2   0.43   J   
CS 150   104   2   0.43   J   
CS 170   104   2   0.43   J   
CS 250   104   2   0.43   J   
CS 252   104   2   0.43   J   
CS 270   104   2   0.43   J   
CS 300T   104   2   0.43   J   
CS 350   104   2   0.43   J   
CS 355   104   2   0.43   J   
CS 361   104   2   0.43   J   
CS 367   104   2   0.43   J   
CS 368   104   2   0.43   J   
CS 381   104   2   0.43   J   
CS 390   104   2   0.43   J   
CS 411W   104   2   0.43   J   
CS 417   104   2   0.43   J   
CS 460   104   2   0.43   J   
CS 462   104   2   0.43   J   
CS 463   104   2   0.43   J   
CS 471   104   2   0.43   J   
CS 497   104   2   0.43   J   
CS 517   104   2   0.43   J   
CS 562   104   2   0.43   J   
CS 563   104   2   0.43   J   
CS 597   104   2   0.43   J   
CS 667   104   2   0.43   J   
CS 669   104   2   0.43   J   
CS 690   104   2   0.43   J   
CS 697   104   2   0.43   J   
CS 698   104   2   0.43   J   
CS 699   104   2   0.43   J   
CS 773   104   2   0.43   J   
CS 791   104   2   0.43   J   
CS 873   104   2   0.43   J   
CS 891   104   2   0.43   J   
CS 896   104   2   0.43   J   
CS 899   104   2   0.43   J   
CS 999   104   2   0.43   J   
CS 112   105   2   0.43   J   
CS 120G   105   2   0.43   J   
CS 121G   105   2   0.43   J   
CS 150   105   2   0.43   J   
CS 170   105   2   0.43   J   
CS 250   105   2   0.43   J   
CS 252   105   2   0.43   J   
CS 270   105   2   0.43   J   
CS 300T   105   2   0.43   J   
CS 350   105   2   0.43   J   
CS 355   105   2   0.43   J   
CS 361   105   2   0.43   J   
CS 367   105   2   0.43   J   
CS 368   105   2   0.43   J   
CS 381   105   2   0.43   J   
CS 390   105   2   0.43   J   
CS 411W   105   2   0.43   J   
CS 417   105   2   0.43   J   
CS 460   105   2   0.43   J   
CS 462   105   2   0.43   J   
CS 463   105   2   0.43   J   
CS 471   105   2   0.43   J   
CS 497   105   2   0.43   J   
CS 517   105   2   0.43   J   
CS 562   105   2   0.43   J   
CS 563   105   2   0.43   J   
CS 597   105   2   0.43   J   
CS 667   105   2   0.43   J   
CS 669   105   2   0.43   J   
CS 690   105   2   0.43   J   
CS 697   105   2   0.43   J   
CS 698   105   2   0.43   J   
CS 699   105   2   0.43   J   
CS 773   105   2   0.43   J   
CS 791   105   2   0.43   J   
CS 873   105   2   0.43   J   
CS 891   105   2   0.43   J   
CS 896   105   2   0.43   J   
CS 899   105   2   0.43   J   
CS 999   105   2   0.43   J   
CS 112   106   2   0.44   J   
CS 120G   106   2   0.44   J   
CS 121G   106   2   0.44   J   
CS 150   106   2   0.44   J   
CS 170   106   2   0.44   J   
CS 250   106   2   0.44   J   
CS 252   106   2   0.44   J   
CS 270   106   2   0.44   J   
CS 300T   106   2   0.44   J   
CS 350   106   2   0.44   J   
CS 355   106   2   0.44   J   
CS 361   106   2   0.44   J   
CS 367   106   2   0.44   J   
CS 368   106   2   0.44   J   
CS 381   106   2   0.44   J   
CS 390   106   2   0.44   J   
CS 411W   106   2   0.44   J   
CS 417   106   2   0.44   J   
CS 460   106   2   0.44   J   
CS 462   106   2   0.44   J   
CS 463   106   2   0.44   J   
CS 471   106   2   0.44   J   
CS 497   106   2   0.44   J   
CS 517   106   2   0.44   J   
CS 562   106   2   0.44   J   
CS 563   106   2   0.44   J   
CS 597   106   2   0.44   J   
CS 667   106   2   0.44   J   
CS 669   106   2   0.44   J   
CS 690   106   2   0.44   J   
CS 697   106   2   0.44   J   
CS 698   106   2   0.44   J   
CS 699   106   2   0.44   J   
CS 773   106   2   0.44   J   
CS 791   106   2   0.44   J   
CS 873   106   2   0.44   J   
CS 891   106   2   0.44   J   
CS 896   106   2   0.44   J   
CS 899   106   2   0.44   J   
CS 999   106   2   0.44   J   
CS 112   107   2   0.44   J   
CS 120G   107   2   0.44   J   
CS 121G   107   2   0.44   J   
CS 150   107   2   0.44   J   
CS 170   107   2   0.44   J   
CS 250   107   2   0.44   J   
CS 252   107   2   0.44   J   
CS 270   107   2   0.44   J   
CS 300T   107   2   0.44   J   
CS 350   107   2   0.44   J   
CS 355   107   2   0.44   J   
CS 361   107   2   0.44   J   
CS 367   107   2   0.44   J   
CS 368   107   2   0.44   J   
CS 381   107   2   0.44   J   
CS 390   107   2   0.44   J   
CS 411W   107   2   0.44   J   
CS 417   107   2   0.44   J   
CS 460   107   2   0.44   J   
CS 462   107   2   0.44   J   
CS 463   107   2   0.44   J   
CS 471   107   2   0.44   J   
CS 497   107   2   0.44   J   
CS 517   107   2   0.44   J   
CS 562   107   2   0.44   J   
CS 563   107   2   0.44   J   
CS 597   107   2   0.44   J   
CS 667   107   2   0.44   J   
CS 669   107   2   0.44   J   
CS 690   107   2   0.44   J   
CS 697   107   2   0.44   J   
CS 698   107   2   0.44   J   
CS 699   107   2   0.44   J   
CS 773   107   2   0.44   J   
CS 791   107   2   0.44   J   
CS 873   107   2   0.44   J   
CS 891   107   2   0.44   J   
CS 896   107   2   0.44   J   
CS 899   107   2   0.44   J   
CS 999   107   2   0.44   J   
CS 112   108   2   0.45   J   
CS 120G   108   2   0.45   J   
CS 121G   108   2   0.45   J   
CS 150   108   2   0.45   J   
CS 170   108   2   0.45   J   
CS 250   108   2   0.45   J   
CS 252   108   2   0.45   J   
CS 270   108   2   0.45   J   
CS 300T   108   2   0.45   J   
CS 350   108   2   0.45   J   
CS 355   108   2   0.45   J   
CS 361   108   2   0.45   J   
CS 367   108   2   0.45   J   
CS 368   108   2   0.45   J   
CS 381   108   2   0.45   J   
CS 390   108   2   0.45   J   
CS 411W   108   2   0.45   J   
CS 417   108   2   0.45   J   
CS 460   108   2   0.45   J   
CS 462   108   2   0.45   J   
CS 463   108   2   0.45   J   
CS 471   108   2   0.45   J   
CS 497   108   2   0.45   J   
CS 517   108   2   0.45   J   
CS 562   108   2   0.45   J   
CS 563   108   2   0.45   J   
CS 597   108   2   0.45   J   
CS 667   108   2   0.45   J   
CS 669   108   2   0.45   J   
CS 690   108   2   0.45   J   
CS 697   108   2   0.45   J   
CS 698   108   2   0.45   J   
CS 699   108   2   0.45   J   
CS 773   108   2   0.45   J   
CS 791   108   2   0.45   J   
CS 873   108   2   0.45   J   
CS 891   108   2   0.45   J   
CS 896   108   2   0.45   J   
CS 899   108   2   0.45   J   
CS 999   108   2   0.45   J   
CS 112   109   2   0.45   J   
CS 120G   109   2   0.45   J   
CS 121G   109   2   0.45   J   
CS 150   109   2   0.45   J   
CS 170   109   2   0.45   J   
CS 250   109   2   0.45   J   
CS 252   109   2   0.45   J   
CS 270   109   2   0.45   J   
CS 300T   109   2   0.45   J   
CS 350   109   2   0.45   J   
CS 355   109   2   0.45   J   
CS 361   109   2   0.45   J   
CS 367   109   2   0.45   J   
CS 368   109   2   0.45   J   
CS 381   109   2   0.45   J   
CS 390   109   2   0.45   J   
CS 411W   109   2   0.45   J   
CS 417   109   2   0.45   J   
CS 460   109   2   0.45   J   
CS 462   109   2   0.45   J   
CS 463   109   2   0.45   J   
CS 471   109   2   0.45   J   
CS 497   109   2   0.45   J   
CS 517   109   2   0.45   J   
CS 562   109   2   0.45   J   
CS 563   109   2   0.45   J   
CS 597   109   2   0.45   J   
CS 667   109   2   0.45   J   
CS 669   109   2   0.45   J   
CS 690   109   2   0.45   J   
CS 697   109   2   0.45   J   
CS 698   109   2   0.45   J   
CS 699   109   2   0.45   J   
CS 773   109   2   0.45   J   
CS 791   109   2   0.45   J   
CS 873   109   2   0.45   J   
CS 891   109   2   0.45   J   
CS 896   109   2   0.45   J   
CS 899   109   2   0.45   J   
CS 999   109   2   0.45   J   
CS 112   110   2   0.46   J   
CS 120G   110   2   0.46   J   
CS 121G   110   2   0.46   J   
CS 150   110   2   0.46   J   
CS 170   110   2   0.46   J   
CS 250   110   2   0.46   J   
CS 252   110   2   0.46   J   
CS 270   110   2   0.46   J   
CS 300T   110   2   0.46   J   
CS 350   110   2   0.46   J   
CS 355   110   2   0.46   J   
CS 361   110   2   0.46   J   
CS 367   110   2   0.46   J   
CS 368   110   2   0.46   J   
CS 381   110   2   0.46   J   
CS 390   110   2   0.46   J   
CS 411W   110   2   0.46   J   
CS 417   110   2   0.46   J   
CS 460   110   2   0.46   J   
CS 462   110   2   0.46   J   
CS 463   110   2   0.46   J   
CS 471   110   2   0.46   J   
CS 497   110   2   0.46   J   
CS 517   110   2   0.46   J   
CS 562   110   2   0.46   J   
CS 563   110   2   0.46   J   
CS 597   110   2   0.46   J   
CS 667   110   2   0.46   J   
CS 669   110   2   0.46   J   
CS 690   110   2   0.46   J   
CS 697   110   2   0.46   J   
CS 698   110   2   0.46   J   
CS 699   110   2   0.46   J   
CS 773   110   2   0.46   J   
CS 791   110   2   0.46   J   
CS 873   110   2   0.46   J   
CS 891   110   2   0.46   J   
CS 896   110   2   0.46   J   
CS 899   110   2   0.46   J   
CS 999   110   2   0.46   J   
CS 112   111   2   0.46   J   
CS 120G   111   2   0.46   J   
CS 121G   111   2   0.46   J   
CS 150   111   2   0.46   J   
CS 170   111   2   0.46   J   
CS 250   111   2   0.46   J   
CS 252   111   2   0.46   J   
CS 270   111   2   0.46   J   
CS 300T   111   2   0.46   J   
CS 350   111   2   0.46   J   
CS 355   111   2   0.46   J   
CS 361   111   2   0.46   J   
CS 367   111   2   0.46   J   
CS 368   111   2   0.46   J   
CS 381   111   2   0.46   J   
CS 390   111   2   0.46   J   
CS 411W   111   2   0.46   J   
CS 417   111   2   0.46   J   
CS 460   111   2   0.46   J   
CS 462   111   2   0.46   J   
CS 463   111   2   0.46   J   
CS 471   111   2   0.46   J   
CS 497   111   2   0.46   J   
CS 517   111   2   0.46   J   
CS 562   111   2   0.46   J   
CS 563   111   2   0.46   J   
CS 597   111   2   0.46   J   
CS 667   111   2   0.46   J   
CS 669   111   2   0.46   J   
CS 690   111   2   0.46   J   
CS 697   111   2   0.46   J   
CS 698   111   2   0.46   J   
CS 699   111   2   0.46   J   
CS 773   111   2   0.46   J   
CS 791   111   2   0.46   J   
CS 873   111   2   0.46   J   
CS 891   111   2   0.46   J   
CS 896   111   2   0.46   J   
CS 899   111   2   0.46   J   
CS 999   111   2   0.46   J   
CS 112   112   2   0.47   J   
CS 120G   112   2   0.47   J   
CS 121G   112   2   0.47   J   
CS 150   112   2   0.47   J   
CS 170   112   2   0.47   J   
CS 250   112   2   0.47   J   
CS 252   112   2   0.47   J   
CS 270   112   2   0.47   J   
CS 300T   112   2   0.47   J   
CS 350   112   2   0.47   J   
CS 355   112   2   0.47   J   
CS 361   112   2   0.47   J   
CS 367   112   2   0.47   J   
CS 368   112   2   0.47   J   
CS 381   112   2   0.47   J   
CS 390   112   2   0.47   J   
CS 411W   112   2   0.47   J   
CS 417   112   2   0.47   J   
CS 460   112   2   0.47   J   
CS 462   112   2   0.47   J   
CS 463   112   2   0.47   J   
CS 471   112   2   0.47   J   
CS 497   112   2   0.47   J   
CS 517   112   2   0.47   J   
CS 562   112   2   0.47   J   
CS 563   112   2   0.47   J   
CS 597   112   2   0.47   J   
CS 667   112   2   0.47   J   
CS 669   112   2   0.47   J   
CS 690   112   2   0.47   J   
CS 697   112   2   0.47   J   
CS 698   112   2   0.47   J   
CS 699   112   2   0.47   J   
CS 773   112   2   0.47   J   
CS 791   112   2   0.47   J   
CS 873   112   2   0.47   J   
CS 891   112   2   0.47   J   
CS 896   112   2   0.47   J   
CS 899   112   2   0.47   J   
CS 999   112   2   0.47   J   
CS 112   113   2   0.47   J   
CS 120G   113   2   0.47   J   
CS 121G   113   2   0.47   J   
CS 150   113   2   0.47   J   
CS 170   113   2   0.47   J   
CS 250   113   2   0.47   J   
CS 252   113   2   0.47   J   
CS 270   113   2   0.47   J   
CS 300T   113   2   0.47   J   
CS 350   113   2   0.47   J   
CS 355   113   2   0.47   J   
CS 361   113   2   0.47   J   
CS 367   113   2   0.47   J   
CS 368   113   2   0.47   J   
CS 381   113   2   0.47   J   
CS 390   113   2   0.47   J   
CS 411W   113   2   0.47   J   
CS 417   113   2   0.47   J   
CS 460   113   2   0.47   J   
CS 462   113   2   0.47   J   
CS 463   113   2   0.47   J   
CS 471   113   2   0.47   J   
CS 497   113   2   0.47   J   
CS 517   113   2   0.47   J   
CS 562   113   2   0.47   J   
CS 563   113   2   0.47   J   
CS 597   113   2   0.47   J   
CS 667   113   2   0.47   J   
CS 669   113   2   0.47   J   
CS 690   113   2   0.47   J   
CS 697   113   2   0.47   J   
CS 698   113   2   0.47   J   
CS 699   113   2   0.47   J   
CS 773   113   2   0.47   J   
CS 791   113   2   0.47   J   
CS 873   113   2   0.47   J   
CS 891   113   2   0.47   J   
CS 896   113   2   0.47   J   
CS 899   113   2   0.47   J   
CS 999   113   2   0.47   J   
CS 112   114   2   0.48   J   
CS 120G   114   2   0.48   J   
CS 121G   114   2   0.48   J   
CS 150   114   2   0.48   J   
CS 170   114   2   0.48   J   
CS 250   114   2   0.48   J   
CS 252   114   2   0.48   J   
CS 270   114   2   0.48   J   
CS 300T   114   2   0.48   J   
CS 350   114   2   0.48   J   
CS 355   114   2   0.48   J   
CS 361   114   2   0.48   J   
CS 367   114   2   0.48   J   
CS 368   114   2   0.48   J   
CS 381   114   2   0.48   J   
CS 390   114   2   0.48   J   
CS 411W   114   2   0.48   J   
CS 417   114   2   0.48   J   
CS 460   114   2   0.48   J   
CS 462   114   2   0.48   J   
CS 463   114   2   0.48   J   
CS 471   114   2   0.48   J   
CS 497   114   2   0.48   J   
CS 517   114   2   0.48   J   
CS 562   114   2   0.48   J   
CS 563   114   2   0.48   J   
CS 597   114   2   0.48   J   
CS 667   114   2   0.48   J   
CS 669   114   2   0.48   J   
CS 690   114   2   0.48   J   
CS 697   114   2   0.48   J   
CS 698   114   2   0.48   J   
CS 699   114   2   0.48   J   
CS 773   114   2   0.48   J   
CS 791   114   2   0.48   J   
CS 873   114   2   0.48   J   
CS 891   114   2   0.48   J   
CS 896   114   2   0.48   J   
CS 899   114   2   0.48   J   
CS 999   114   2   0.48   J   
CS 112   115   2   0.48   J   
CS 120G   115   2   0.48   J   
CS 121G   115   2   0.48   J   
CS 150   115   2   0.48   J   
CS 170   115   2   0.48   J   
CS 250   115   2   0.48   J   
CS 252   115   2   0.48   J   
CS 270   115   2   0.48   J   
CS 300T   115   2   0.48   J   
CS 350   115   2   0.48   J   
CS 355   115   2   0.48   J   
CS 361   115   2   0.48   J   
CS 367   115   2   0.48   J   
CS 368   115   2   0.48   J   
CS 381   115   2   0.48   J   
CS 390   115   2   0.48   J   
CS 411W   115   2   0.48   J   
CS 417   115   2   0.48   J   
CS 460   115   2   0.48   J   
CS 462   115   2   0.48   J   
CS 463   115   2   0.48   J   
CS 471   115   2   0.48   J   
CS 497   115   2   0.48   J   
CS 517   115   2   0.48   J   
CS 562   115   2   0.48   J   
CS 563   115   2   0.48   J   
CS 597   115   2   0.48   J   
CS 667   115   2   0.48   J   
CS 669   115   2   0.48   J   
CS 690   115   2   0.48   J   
CS 697   115   2   0.48   J   
CS 698   115   2   0.48   J   
CS 699   115   2   0.48   J   
CS 773   115   2   0.48   J   
CS 791   115   2   0.48   J   
CS 873   115   2   0.48   J   
CS 891   115   2   0.48   J   
CS 896   115   2   0.48   J   
CS 899   115   2   0.48   J   
CS 999   115   2   0.48   J   
CS 112   116   2   0.49   J   
CS 120G   116   2   0.49   J   
CS 121G   116   2   0.49   J   
CS 150   116   2   0.49   J   
CS 170   116   2   0.49   J   
CS 250   116   2   0.49   J   
CS 252   116   2   0.49   J   
CS 270   116   2   0.49   J   
CS 300T   116   2   0.49   J   
CS 350   116   2   0.49   J   
CS 355   116   2   0.49   J   
CS 361   116   2   0.49   J   
CS 367   116   2   0.49   J   
CS 368   116   2   0.49   J   
CS 381   116   2   0.49   J   
CS 390   116   2   0.49   J   
CS 411W   116   2   0.49   J   
CS 417   116   2   0.49   J   
CS 460   116   2   0.49   J   
CS 462   116   2   0.49   J   
CS 463   116   2   0.49   J   
CS 471   116   2   0.49   J   
CS 497   116   2   0.49   J   
CS 517   116   2   0.49   J   
CS 562   116   2   0.49   J   
CS 563   116   2   0.49   J   
CS 597   116   2   0.49   J   
CS 667   116   2   0.49   J   
CS 669   116   2   0.49   J   
CS 690   116   2   0.49   J   
CS 697   116   2   0.49   J   
CS 698   116   2   0.49   J   
CS 699   116   2   0.49   J   
CS 773   116   2   0.49   J   
CS 791   116   2   0.49   J   
CS 873   116   2   0.49   J   
CS 891   116   2   0.49   J   
CS 896   116   2   0.49   J   
CS 899   116   2   0.49   J   
CS 999   116   2   0.49   J   
CS 112   117   2   0.49   J   
CS 120G   117   2   0.49   J   
CS 121G   117   2   0.49   J   
CS 150   117   2   0.49   J   
CS 170   117   2   0.49   J   
CS 250   117   2   0.49   J   
CS 252   117   2   0.49   J   
CS 270   117   2   0.49   J   
CS 300T   117   2   0.49   J   
CS 350   117   2   0.49   J   
CS 355   117   2   0.49   J   
CS 361   117   2   0.49   J   
CS 367   117   2   0.49   J   
CS 368   117   2   0.49   J   
CS 381   117   2   0.49   J   
CS 390   117   2   0.49   J   
CS 411W   117   2   0.49   J   
CS 417   117   2   0.49   J   
CS 460   117   2   0.49   J   
CS 462   117   2   0.49   J   
CS 463   117   2   0.49   J   
CS 471   117   2   0.49   J   
CS 497   117   2   0.49   J   
CS 517   117   2   0.49   J   
CS 562   117   2   0.49   J   
CS 563   117   2   0.49   J   
CS 597   117   2   0.49   J   
CS 667   117   2   0.49   J   
CS 669   117   2   0.49   J   
CS 690   117   2   0.49   J   
CS 697   117   2   0.49   J   
CS 698   117   2   0.49   J   
CS 699   117   2   0.49   J   
CS 773   117   2   0.49   J   
CS 791   117   2   0.49   J   
CS 873   117   2   0.49   J   
CS 891   117   2   0.49   J   
CS 896   117   2   0.49   J   
CS 899   117   2   0.49   J   
CS 999   117   2   0.49   J   
CS 112   118   2   0.5   J   
CS 120G   118   2   0.5   J   
CS 121G   118   2   0.5   J   
CS 150   118   2   0.5   J   
CS 170   118   2   0.5   J   
CS 250   118   2   0.5   J   
CS 252   118   2   0.5   J   
CS 270   118   2   0.5   J   
CS 300T   118   2   0.5   J   
CS 350   118   2   0.5   J   
